,ID_Marque,Marque,Modele_com,Designation_com
1923,1923,MERCEDES,CLASSE A,A 220 CDI 4 MATIC BVA7 FAP
1924,1924,MERCEDES,CLASSE A,A 220 CDI BVA7
1925,1925,MERCEDES,CLASSE A,A 220 CDI BVA7 FAP
1926,1926,MERCEDES,CLASSE A,A 250 BVA7
1927,1927,MERCEDES,CLASSE A,A 45 AMG 4 MATIC BVA7
1928,1928,MERCEDES,CLASSE A,A 45 AMG 4MATIC BVA7
1929,1929,MERCEDES,CLASSE B,B 160 CDI BVA7 FAP
1930,1930,MERCEDES,CLASSE B,B 160 CDI BVM6 FAP
1931,1931,MERCEDES,CLASSE B,B 180 BVA7
1932,1932,MERCEDES,CLASSE B,B 180 BVM6
1933,1933,MERCEDES,CLASSE B,B 180 CDI BVA7 FAP
1934,1934,MERCEDES,CLASSE B,B 180 CDI BVM6 FAP
1935,1935,MERCEDES,CLASSE B,B 200 BVA7
1936,1936,MERCEDES,CLASSE B,B 200 BVM6
1937,1937,MERCEDES,CLASSE B,B 200 CDI BVA7 FAP
1938,1938,MERCEDES,CLASSE B,B 200 CDI BVM6 FAP
1939,1939,MERCEDES,CLASSE B,B 200 Natural Gas Drive BVA7
1940,1940,MERCEDES,CLASSE B,B 200 Natural Gas Drive BVM6
1941,1941,MERCEDES,CLASSE B,B 220 BVA7
1942,1942,MERCEDES,CLASSE B,B 220 CDI BVA7 FAP
1943,1943,MERCEDES,CLASSE B,B 250 BVA7
1944,1944,MERCEDES,CLASSE C,C 180 BERLINE BVA7
1945,1945,MERCEDES,CLASSE C,C 180 BERLINE BVA7 FAP
1946,1946,MERCEDES,CLASSE C,C 180 BERLINE BVM6
1947,1947,MERCEDES,CLASSE C,C 180 BERLINE BVM6 FAP
1948,1948,MERCEDES,CLASSE C,C 180 CDI STATION WAGON BVA7 FAP
1949,1949,MERCEDES,CLASSE C,C 180 CDI STATION WAGON BVM6 FAP
1950,1950,MERCEDES,CLASSE C,C 180 COUPE BVA7
1951,1951,MERCEDES,CLASSE C,C 180 COUPE BVM6
1952,1952,MERCEDES,CLASSE C,C 180 STATION WAGON BVA7
1953,1953,MERCEDES,CLASSE C,C 180 STATION WAGON BVM6
1954,1954,MERCEDES,CLASSE C,C 200 BE COUPE BVA7
1955,1955,MERCEDES,CLASSE C,C 200 BE COUPE BVM6
1956,1956,MERCEDES,CLASSE C,C 200 BERLINE BVA7
1957,1957,MERCEDES,CLASSE C,C 200 BERLINE BVM6
1958,1958,MERCEDES,CLASSE C,C 200 CDI BERLINE BV6M FAP
1959,1959,MERCEDES,CLASSE C,C 200 CDI BERLINE BVA7 FAP
1960,1960,MERCEDES,CLASSE C,C 200 CDI STATION WAGON BVA7 FAP
1961,1961,MERCEDES,CLASSE C,C 200 CDI STATION WAGON BVM6 FAP
1962,1962,MERCEDES,CLASSE C,C 200 STATION WAGON BVA7
1963,1963,MERCEDES,CLASSE C,C 200 STATION WAGON BVM6
1964,1964,MERCEDES,CLASSE C,C 220 BLUETEC BERLINE BVA7 FAP
1965,1965,MERCEDES,CLASSE C,C 220 BLUETEC BERLINE BVM6 FAP
1966,1966,MERCEDES,CLASSE C,C 220 CDI BERLINE BVA7 FAP
1967,1967,MERCEDES,CLASSE C,C 220 CDI BERLINE BVM6 FAP
1968,1968,MERCEDES,CLASSE C,C 220 CDI BVA7 FAP
1969,1969,MERCEDES,CLASSE C,C 220 CDI COUPE BVA7 FAP
1970,1970,MERCEDES,CLASSE C,C 220 CDI COUPE BVM6 FAP
1971,1971,MERCEDES,CLASSE C,C 220 CDI STATION WAGON BVA7 FAP
1972,1972,MERCEDES,CLASSE C,C 220 CDI STATION WAGON BVM6 FAP
1973,1973,MERCEDES,CLASSE C,C 250 BE COUPE BVA7
1974,1974,MERCEDES,CLASSE C,C 250 BERLINE BVA7
1975,1975,MERCEDES,CLASSE C,C 250 CDI BERLINE BVA7 FAP
1976,1976,MERCEDES,CLASSE C,C 250 CDI BERLINE BVM6 FAP
1977,1977,MERCEDES,CLASSE C,C 250 CDI BVA7 FAP
1978,1978,MERCEDES,CLASSE C,C 250 CDI COUPE BVA7 FAP
1979,1979,MERCEDES,CLASSE C,C 250 CDI COUPE BVM6 FAP
1980,1980,MERCEDES,CLASSE C,C 250 CDI STATION WAGON BVA7 FAP
1981,1981,MERCEDES,CLASSE C,C 250 CDI STATION WAGON BVM6 FAP
1982,1982,MERCEDES,CLASSE C,C 250 STATION WAGON BVA7
1983,1983,MERCEDES,CLASSE C,C 300 CDI 4MATIC BE BVA7 FAP
1984,1984,MERCEDES,CLASSE C,C 300 CDI BERLINE 4MATIC BVA7 FAP
1985,1985,MERCEDES,CLASSE C,C 350 4MATIC BERLINE BVA7
1986,1986,MERCEDES,CLASSE C,C 350 BERLINE BVA7
1987,1987,MERCEDES,CLASSE C,C 350 CDI STATION WAGON BVA7 FAP
1988,1988,MERCEDES,CLASSE C,C 350 COUPE BVA7
1989,1989,MERCEDES,CLASSE C,C 350 STATION WAGON BVA7
1990,1990,MERCEDES,CLASSE C,E 350 CDI BVA7
1991,1991,MERCEDES,CLASSE C,C 63 AMG BERLINE BVA7
1992,1992,MERCEDES,CLASSE C,C 63 AMG COUPE BVA7
1993,1993,MERCEDES,CLASSE C,C 63 AMG EDITION 507 BERLINE BVA7
1994,1994,MERCEDES,CLASSE C,C 63 AMG EDITION 507 COUPE BVA7
1995,1995,MERCEDES,CLASSE C,C 63 AMG STATION WAGON BVA7
1996,1996,MERCEDES,CLASSE C,C 63 STATION WAGON BVA7
1997,1997,MERCEDES,CLASSE CL,CL 500 4MATIC BVA7
1998,1998,MERCEDES,CLASSE CL,CL 500 BVA7
1999,1999,MERCEDES,CLASSE CL,CL 600 BVA5
2000,2000,MERCEDES,CLASSE CL,CL 63 AMG BVA7
2001,2001,MERCEDES,CLASSE CL,CL 65 AMG BVA5
2002,2002,MERCEDES,CLASSE CLA,CLA 180 BVA7
2003,2003,MERCEDES,CLASSE CLA,CLA 180 BVM6
2004,2004,MERCEDES,CLASSE CLA,CLA 180 CDI BVA7 FAP
2005,2005,MERCEDES,CLASSE CLA,CLA 180 CDI BVM6 FAP
2006,2006,MERCEDES,CLASSE CLA,CLA 200 BVA7
2007,2007,MERCEDES,CLASSE CLA,CLA 200 BVM6
2008,2008,MERCEDES,CLASSE CLA,CLA 200 CDI BVA7 FAP
2009,2009,MERCEDES,CLASSE CLA,CLA 200 CDI BVM6 FAP
2010,2010,MERCEDES,CLASSE CLA,CLA 220 CDI BVA7 FAP
2011,2011,MERCEDES,CLASSE CLA,CLA 250 4MATIC BVA7
2012,2012,MERCEDES,CLASSE CLA,CLA 250 BVA7
2013,2013,MERCEDES,CLASSE CLA,CLA 45 AMG 4MATIC BVA7
2014,2014,MERCEDES,CLASSE CLA,CLA 45 AMG BVA7
2015,2015,MERCEDES,CLASSE CLS,CLS 250 CDI COUPE BVA7 FAP
2016,2016,MERCEDES,CLASSE CLS,CLS 350 BLUETEC 4MATIC BVA7 FAP
2017,2017,MERCEDES,CLASSE CLS,CLS 350 CDI 4MATIC COUPE BVA7 FAP
2018,2018,MERCEDES,CLASSE CLS,CLS 350 CDI 4MATIC SHOOTING BRAKE BVA7 FAP
2019,2019,MERCEDES,CLASSE CLS,CLS 350 CDI COUPE BVA7 FAP
2020,2020,MERCEDES,CLASSE CLS,CLS 350 CDI SHOOTING BRAKE BVA7 FAP
2021,2021,MERCEDES,CLASSE CLS,CLS 350 COUPE BVA7
2022,2022,MERCEDES,CLASSE CLS,CLS 350 SHOOTING BRAKE BVA7
2023,2023,MERCEDES,CLASSE CLS,CLS CP 350 BlueTEC COUPE BVA7 FAP
2024,2024,MERCEDES,CLASSE CLS,CLS 500 4MATIC COUPE BVA7
2025,2025,MERCEDES,CLASSE CLS,CLS 500 COUPE BVA7
2026,2026,MERCEDES,CLASSE CLS,CLS 500 SHOOTING BRAKE 4MATIC BVA7
2027,2027,MERCEDES,CLASSE CLS,CLS 500 SHOOTING BRAKE BVA7
2028,2028,MERCEDES,CLASSE CLS,CLS 63 AMG 4MATIC COUPE BVA7
2029,2029,MERCEDES,CLASSE CLS,CLS 63 AMG 4MATIC SHOOTING BRAKE BVA7
2030,2030,MERCEDES,CLASSE CLS,CLS 63 AMG BVA7
2031,2031,MERCEDES,CLASSE CLS,CLS 63 AMG COUPE BVA7
2032,2032,MERCEDES,CLASSE CLS,CLS 63 AMG SHOOTING BRAKE 4MATIC BVA7
2033,2033,MERCEDES,CLASSE CLS,CLS 63 AMG SHOOTING BRAKE BVA7
2034,2034,MERCEDES,CLASSE E,E 200 BERLINE BVA7
2035,2035,MERCEDES,CLASSE E,E 200 BERLINE BVM6
2036,2036,MERCEDES,CLASSE E,E 200 CABRIOLET BVA7
2037,2037,MERCEDES,CLASSE E,E 200 CABRIOLET BVM6
2038,2038,MERCEDES,CLASSE E,E 200 CDI BERLINE BVA7 FAP
2039,2039,MERCEDES,CLASSE E,E 200 CDI BERLINE BVM6 FAP
2040,2040,MERCEDES,CLASSE E,E 200 COUPE BVA7
2041,2041,MERCEDES,CLASSE E,E 200 COUPE BVM6
2042,2042,MERCEDES,CLASSE E,E 220 BLUETEC BERLINE BVA7 FAP
2043,2043,MERCEDES,CLASSE E,E 220 CDI BERLINE BVA7 FAP
2044,2044,MERCEDES,CLASSE E,E 220 CDI BERLINE BVM6 FAP
2045,2045,MERCEDES,CLASSE E,E 220 CDI CABRIOLET BVA7 FAP
2046,2046,MERCEDES,CLASSE E,E 220 CDI CABRIOLET BVM6 FAP
2047,2047,MERCEDES,CLASSE E,E 220 CDI COUPE BVA7 FAP
2048,2048,MERCEDES,CLASSE E,E 220 CDI COUPE BVM6 FAP
2049,2049,MERCEDES,CLASSE E,E 220 CDI SHOOTING BRAKE BVA7 FAP
2050,2050,MERCEDES,CLASSE E,E 220 CDI SHOOTING BRAKE BVM6 FAP
2051,2051,MERCEDES,CLASSE E,E 200 STATION WAGON BVA7
2052,2052,MERCEDES,CLASSE E,E 250 BERLINE BVA7
2053,2053,MERCEDES,CLASSE E,E 250 CABRIOLET BVA7
2054,2054,MERCEDES,CLASSE E,E 250 CDI 4MATIC BERLINE BVA7 FAP
2055,2055,MERCEDES,CLASSE E,E 250 CDI 4MATIC STATION WAGON BVA7 FAP
2056,2056,MERCEDES,CLASSE E,E 250 CDI BERLINE BVA7 FAP
2057,2057,MERCEDES,CLASSE E,E 250 CDI BERLINE BVM6 FAP
2058,2058,MERCEDES,CLASSE E,E 250 CDI CABRIOLET BVA7 FAP
2059,2059,MERCEDES,CLASSE E,E 250 CDI CABRIOLET BVM6 FAP
2060,2060,MERCEDES,CLASSE E,E 250 CDI COUPE BVA7 FAP
2061,2061,MERCEDES,CLASSE E,E 250 CDI COUPE BVM6 FAP
2062,2062,MERCEDES,CLASSE E,E 250 CDI STATION WAGON BVA7 FAP
2063,2063,MERCEDES,CLASSE E,E 250 CDI STATION WAGON BVM6 FAP
2064,2064,MERCEDES,CLASSE E,E 250 coupe BVA7
2065,2065,MERCEDES,CLASSE E,E 300 4MATIC BERLINE BVA7
2066,2066,MERCEDES,CLASSE E,E 300 4MATIC BVA7
2067,2067,MERCEDES,CLASSE E,E 300 BERLINE BVA7
2068,2068,MERCEDES,CLASSE E,E 300 BlueTEC BERLINE BVA7 FAP
2069,2069,MERCEDES,CLASSE E,E 300 BLUETEC BVA7 FAP
2070,2070,MERCEDES,CLASSE E,E 300 BLUETEC HYBRID BERLINE BVA7 FAP
2071,2071,MERCEDES,CLASSE E,E 300 BLUETEC HYBRID BVA7 FAP
2072,2072,MERCEDES,CLASSE E,E 300 BVA7
2073,2073,MERCEDES,CLASSE E,E 300 CABRIOLET BVA7
2074,2074,MERCEDES,CLASSE E,E 300 COUPE BVA7
2075,2075,MERCEDES,CLASSE E,E300 BLUETEC HYBRID BVA7 FAP
2076,2076,MERCEDES,CLASSE E,E 350 4MATIC BERLINE BVA7
2077,2077,MERCEDES,CLASSE E,E 350 4MATIC COUPE BVA7
2078,2078,MERCEDES,CLASSE E,E 350 4MATIC STATION WAGON BVA7
2079,2079,MERCEDES,CLASSE E,E 350 BERLINE BVA7
2080,2080,MERCEDES,CLASSE E,E 350 BLUETEC 4MATIC BERLINE BVA7 FAP
2081,2081,MERCEDES,CLASSE E,E 350 BLUETEC 4MATIC STATION WAGON BVA7 FAP
2082,2082,MERCEDES,CLASSE E,E 350 BLUETEC BERLINE BVA7 FAP
2083,2083,MERCEDES,CLASSE E,E 350 BLUETEC BERLINE BVA9 FAP
2084,2084,MERCEDES,CLASSE E,E 350 BLUETEC CABRIOLET BVA7 FAP
2085,2085,MERCEDES,CLASSE E,E 350 BLUETEC COUPE BVA7 FAP
2086,2086,MERCEDES,CLASSE E,E 350 BLUETEC STATION WAGON BVA9 FAP
2087,2087,MERCEDES,CLASSE E,E 350 CABRIOLET BVA7
2088,2088,MERCEDES,CLASSE E,E 350 COUPE BVA7
2089,2089,MERCEDES,CLASSE E,E 350 STATION WAGON BVA7
2090,2090,MERCEDES,CLASSE E,E 400 4MATIC BERLINE BVA7
2091,2091,MERCEDES,CLASSE E,E 400 4MATIC WAGON STATION BVA7
2092,2092,MERCEDES,CLASSE E,E 400 BERLINE BVA7
2093,2093,MERCEDES,CLASSE E,E 400 CABRIOLET BVA7
2094,2094,MERCEDES,CLASSE E,E 400 COUPE BVA7
2095,2095,MERCEDES,CLASSE E,E 400 WAGON STATION BVA7
2096,2096,MERCEDES,CLASSE E,E 500 4MATIC BERLINE BVA7
2097,2097,MERCEDES,CLASSE E,E 500 4MATIC STATION WAGON BVA7
2098,2098,MERCEDES,CLASSE E,E 500 BERLINE BVA7
2099,2099,MERCEDES,CLASSE E,E 500 CABRIOLET BVA7
2100,2100,MERCEDES,CLASSE E,E 500 COUPE BVA7
2101,2101,MERCEDES,CLASSE E,E 500 WAGON STATION BVA7
2102,2102,MERCEDES,CLASSE E,E 63 AMG 4MATIC BERLINE BVA7
2103,2103,MERCEDES,CLASSE E,E 63 AMG 4MATIC WAGON STATION BVA7
2104,2104,MERCEDES,CLASSE E,E 63 AMG BERLINE BVA7
2105,2105,MERCEDES,CLASSE E,E 63 AMG S 4MATIC BERLINE BVA7
2106,2106,MERCEDES,CLASSE E,E 63 AMG S 4MATIC WAGON STATION BVA7
2107,2107,MERCEDES,CLASSE E,E 63 AMG STATION WAGON BVA7
2108,2108,MERCEDES,CLASSE G,G 350 BLUETEC BREAK LONG BVA7 FAP
2109,2109,MERCEDES,CLASSE G,G 500 BREAK LONG BVA7
2110,2110,MERCEDES,CLASSE G,G 500 CABRIOLET BVA7
2111,2111,MERCEDES,CLASSE G,G 63 BREAK LONG BVA7
2112,2112,MERCEDES,CLASSE G,G 65 BREAK LONG BVA7
2113,2113,MERCEDES,CLASSE GL,GL 350 BLUETEC 4MATIC BVA7 FAP
2114,2114,MERCEDES,CLASSE GL,GL 500 4 MATIC BVA7
2115,2115,MERCEDES,CLASSE GL,GL 63 AMG BVA7
2116,2116,MERCEDES,CLASSE GL,GL63 AMG BVA7
2117,2117,MERCEDES,CLASSE GLA,GLA 200 BVA7
2118,2118,MERCEDES,CLASSE GLA,GLA 200 BVM6
2119,2119,MERCEDES,CLASSE GLA,GLA 200 CDI 4MATIC BVA7 FAP
2120,2120,MERCEDES,CLASSE GLA,GLA 200 CDI BVA7 FAP
2121,2121,MERCEDES,CLASSE GLA,GLA 200 CDI BVM6 FAP
2122,2122,MERCEDES,CLASSE GLA,GLA 220 CDI 4MATIC BVA7 FAP
2123,2123,MERCEDES,CLASSE GLA,GLA 220 CDI BVA7 FAP
2124,2124,MERCEDES,CLASSE GLA,GLA 250 4MATIC BVA7
2125,2125,MERCEDES,CLASSE GLA,GLA 250 BVA7
2126,2126,MERCEDES,CLASSE GLK,GLK 200 STATION WAGON BVM6
2127,2127,MERCEDES,CLASSE GLK,GLK 220 BLUETEC STATION WAGON BVA7 4MATIC FAP
2128,2128,MERCEDES,CLASSE GLK,GLK 220 CDI STATION WAGON BVA7 4MATIC FAP
2129,2129,MERCEDES,CLASSE GLK,GLK 220 CDI STATION WAGON BVA7 FAP
2130,2130,MERCEDES,CLASSE GLK,GLK 220 CDI STATION WAGON BVM6 FAP
2131,2131,MERCEDES,CLASSE GLK,GLK 200 STATION WAGON BVA7
2132,2132,MERCEDES,CLASSE GLK,GLK 250 BLUETEC STATION WAGON 4MATIC BVA7 FAP
2133,2133,MERCEDES,CLASSE GLK,GLK 250 STATION WAGON 4MATIC BVA7
2134,2134,MERCEDES,CLASSE GLK,GLK 350 CDI STATION WAGON 4MATIC BVA7
2135,2135,MERCEDES,CLASSE GLK,GLK 350 CDI STATION WAGON BVA7 4MATIC FAP
2136,2136,MERCEDES,CLASSE GLK,GLK 350 CDI STATION WAGON BVA7 FAP
2137,2137,MERCEDES,CLASSE M,ML 250 BLUETEC 4MATIC BVA7 FAP
2138,2138,MERCEDES,CLASSE M,ML 350 4MATIC BVA7
2139,2139,MERCEDES,CLASSE M,ML 350 BLUETEC 4MATIC BVA7
2140,2140,MERCEDES,CLASSE M,ML 350 BLUETEC 4MATIC BVA7 FAP
2141,2141,MERCEDES,CLASSE M,ML 500 4MATIC BVA7
2142,2142,MERCEDES,CLASSE M,ML 63 AMG BVA7
2143,2143,MERCEDES,CLASSE R,R 300 CDI COURT BVA7 FAP
2144,2144,MERCEDES,CLASSE R,R 350 4MATIC COURT BVA7
2145,2145,MERCEDES,CLASSE R,R 350 4MATIC LONG BVA7
2146,2146,MERCEDES,CLASSE R,R 350 CDI 4MATIC LONG BVA7 FAP
2147,2147,MERCEDES,CLASSE R,R 500 LONG BVA7 4MATIC
2148,2148,MERCEDES,CLASSE S,S 300 BLUETEC HYBRID BERLINE BVA7 FAP
2149,2149,MERCEDES,CLASSE S,S 300 BLUETEC HYBRID LIMOUSINE BVA7 FAP
2150,2150,MERCEDES,CLASSE S,S 350 BLUETEC 4MATIC BERLINE BVA7 FAP
2151,2151,MERCEDES,CLASSE S,S 350 BLUETEC 4MATIC BVA7 FAP
2152,2152,MERCEDES,CLASSE S,S 350 BLUETEC 4MATIC LIMOUSINE BVA7 FAP
2153,2153,MERCEDES,CLASSE S,S 350 BLUETEC BVA7 FAP
2154,2154,MERCEDES,CLASSE S,S 350 BLUETEC LIMOUSINE BVA7 FAP
2155,2155,MERCEDES,CLASSE S,S 400 HYBRID BERLINE BVA7
2156,2156,MERCEDES,CLASSE S,S 400 HYBRID LIMOUSINE BVA7
2157,2157,MERCEDES,CLASSE S,S 500 4MATIC COUPE BVA7
2158,2158,MERCEDES,CLASSE S,S 500 4MATIC LIMOUSINE BVA7
2159,2159,MERCEDES,CLASSE S,S 500 BERLINE 4MATIC BVA7
2160,2160,MERCEDES,CLASSE S,S 500 BERLINE BVA7
2161,2161,MERCEDES,CLASSE S,S 500 LIMOUSINE 4MATIC BVA7
2162,2162,MERCEDES,CLASSE S,S 500 LIMOUSINE BVA7
2163,2163,MERCEDES,CLASSE S,S 600 LIMOUSINE BVA7
2164,2164,MERCEDES,CLASSE S,S 63 AMG 4MATIC COUPE BVA7
2165,2165,MERCEDES,CLASSE S,S 63 AMG LIMOUSINE 4MATIC BVA7
2166,2166,MERCEDES,CLASSE S,S 63 AMG LIMOUSINE BVA7
2167,2167,MERCEDES,CLASSE S,S 65 AMG LIMOUSINE BVA7
2168,2168,MERCEDES,CLASSE SL,SL 350 BVA7
2169,2169,MERCEDES,CLASSE SL,SL 500 BVA7
2170,2170,MERCEDES,CLASSE SL,SL 63 AMG BVA7
2171,2171,MERCEDES,CLASSE SL,SL 65 AMG BVA7
2172,2172,MERCEDES,CLASSE SLK,SLK 200 BVA7
2173,2173,MERCEDES,CLASSE SLK,SLK 200 BVM6
2174,2174,MERCEDES,CLASSE SLK,SLK 250 BVA7
2175,2175,MERCEDES,CLASSE SLK,SLK 250 BVM6
2176,2176,MERCEDES,CLASSE SLK,SLK 250 CDI BVA7 FAP
2177,2177,MERCEDES,CLASSE SLK,SLK 250 CDI BVM6 FAP
2178,2178,MERCEDES,CLASSE SLK,SLK 350 BE BVA7
2179,2179,MERCEDES,CLASSE SLK,SLK 350 BVA7
2180,2180,MERCEDES,CLASSE SLK,SLK 55 AMG BVA7
2181,2181,MERCEDES,CLASSE SLS,SLS AMG Electric Drive
2182,2182,MERCEDES,S63 AMG,S 63 AMG 4MATIC BVA7
2183,2183,MERCEDES,S63 AMG,S 63 AMG BVA7
2184,2184,MERCEDES,SLS AMG,SLS AMG CABRIOLET BVA7
2185,2185,MERCEDES,SLS AMG,SLS AMG COUPE BVA7
2186,2186,MERCEDES,SLS AMG,SLS AMG GT BLACK SERIES COUPE BVA7
2187,2187,MERCEDES,SLS AMG,SLS AMG GT CABRIOLET BVA7
2188,2188,MERCEDES,SLS AMG,SLS AMG GT COUPE BVA7
2189,2189,MERCEDES,SPRINTER,SPRINTER 316
2190,2190,MERCEDES,SPRINTER,SPRINTER 316 - 37
2191,2191,MERCEDES,SPRINTER,SPRINTER 316 - 43
2192,2192,MERCEDES,SPRINTER,SPRINTER 316 GNV
2193,2193,MERCEDES,SPRINTER,SPRINTER COMBI 213 CDI - 32
2194,2194,MERCEDES,SPRINTER,SPRINTER COMBI 213 CDI - 37
2195,2195,MERCEDES,SPRINTER,SPRINTER COMBI 213 CDI - 43
2196,2196,MERCEDES,SPRINTER,SPRINTER COMBI 316 CDI - 32
2197,2197,MERCEDES,SPRINTER,SPRINTER COMBI 316 CDI - 37
2198,2198,MERCEDES,SPRINTER,SPRINTER COMBI 316 CDI - 43
2199,2199,MERCEDES,SPRINTER,SPRINTER COMBI 319 CDI
2200,2200,MERCEDES,SPRINTER,SPRINTER COMBI 4x4 213 CDI - 32
2201,2201,MERCEDES,SPRINTER,SPRINTER COMBI 4x4 316 CDI - 37
2202,2202,MERCEDES,VIANO,VIANO 2.0 CDI
2203,2203,MERCEDES,VIANO,VIANO 2.0 CDI 4x4
2204,2204,MERCEDES,VIANO,VIANO 2.2 CDI
2205,2205,MERCEDES,VIANO,VIANO 2.2 CDI 4x4
2206,2206,MERCEDES,VIANO,VIANO 3.0 CDI
2207,2207,MERCEDES,VIANO,VIANO 3.5 E
2208,2208,MERCEDES,VITO,COMBI 110 CDI
2209,2209,MERCEDES,VITO,COMBI 113 CDI
2210,2210,MERCEDES,VITO,COMBI 113 CDI 4x4
2211,2211,MERCEDES,VITO,COMBI 116 CDI
2212,2212,MERCEDES,VITO,COMBI 116 CDI 4x4
2213,2213,MERCEDES,VITO,COMBI 122 CDI
2214,2214,MERCEDES,VITO,COMBI 3.5 E
2215,2215,MIA,NON RENSEIGN?,mia 3PL 12 kWh
2216,2216,MIA,NON RENSEIGN?,mia 3PL 8 kWh
2217,2217,MIA,NON RENSEIGN?,mia L 3PL 12 kWh
2218,2218,MIA,NON RENSEIGN?,mia L 3PL 8 kWh
2219,2219,MIA,NON RENSEIGN?,mia L 4PL 12 kWh
2220,2220,MIA,NON RENSEIGN?,mia L 4PL 8 kWh
2221,2221,MINI,MINI,MINI COOPER CABRIO
2222,2222,MINI,MINI,MINI COOPER D CABRIO
2223,2223,MINI,MINI,MINI COOPER S CABRIO
2224,2224,MINI,MINI,MINI COOPER SD CABRIO
2225,2225,MINI,MINI,MINI JOHN COOPER WORKS CABRIO
2226,2226,MINI,MINI,MINI ONE CABRIO
2227,2227,MINI,MINI,MINI COOPER CLUBMAN
2228,2228,MINI,MINI,MINI COOPER D CLUBMAN
2229,2229,MINI,MINI,MINI COOPER S CLUBMAN
2230,2230,MINI,MINI,MINI COOPER SD CLUBMAN
2231,2231,MINI,MINI,MINI JOHN COOPER WORKS CLUBMAN
2232,2232,MINI,MINI,MINI ONE CLUBMAN
2233,2233,MINI,MINI,MINI ONE D CLUBMAN
2234,2234,MINI,MINI,MINI COOPER COUNTRYMAN
2235,2235,MINI,MINI,MINI COOPER D COUNTRYMAN
2236,2236,MINI,MINI,MINI COOPER D COUNTRYMAN ALL4
2237,2237,MINI,MINI,MINI COOPER S COUNTRYMAN
2238,2238,MINI,MINI,MINI COOPER S COUNTRYMAN ALL4
2239,2239,MINI,MINI,MINI COOPER SD COUNTRYMAN
2240,2240,MINI,MINI,MINI COOPER SD COUNTRYMAN ALL4
2241,2241,MINI,MINI,MINI JOHN COOPER WORKS COUNTRYMAN ALL4
2242,2242,MINI,MINI,MINI ONE COUNTRYMAN
2243,2243,MINI,MINI,MINI ONE D COUNTRYMAN
2244,2244,MINI,MINI,MINI COOPER COUPE
2245,2245,MINI,MINI,MINI COOPER S COUP?
2246,2246,MINI,MINI,MINI COOPER SD COUP?
2247,2247,MINI,MINI,MINI COOPER SD COUPE
2248,2248,MINI,MINI,MINI JOHN COOPER WORKS COUP?
2249,2249,MINI,MINI,MINI JOHN COOPER WORKS COUPE
2250,2250,MINI,MINI,MINI COOPER
2251,2251,MINI,MINI,MINI COOPER D
2252,2252,MINI,MINI,MINI COOPER S
2253,2253,MINI,MINI,MINI COOPER SD
2254,2254,MINI,MINI,MINI JOHN COOPER WORKS
2255,2255,MINI,MINI,MINI ONE
2256,2256,MINI,MINI,MINI ONE (75ch)
2257,2257,MINI,MINI,MINI ONE (98ch)
2258,2258,MINI,MINI,MINI ONE D
2259,2259,MINI,MINI,MINI COOPER ROADSTER
2260,2260,MINI,MINI,MINI COOPER S ROADSTER
2261,2261,MINI,MINI,MINI COOPER SD ROADSTER
2262,2262,MINI,MINI,MINI JOHN COOPER WORKS ROADSTER
2263,2263,MITSUBISHI,ASX,ASX (115ch) AS&G 1.8 DI-D Intense 2WD
2264,2264,MITSUBISHI,ASX,ASX (115ch) AS&G 1.8 DI-D Intense 2WD MY13
2265,2265,MITSUBISHI,ASX,ASX (115ch) AS&G 1.8 DI-D Intense 4WD
2266,2266,MITSUBISHI,ASX,ASX (115ch) AS&G 1.8 DI-D Intense 4WD MY13
2267,2267,MITSUBISHI,ASX,ASX (115ch) AS&G 1.8 DI-D Invite 2WD
2268,2268,MITSUBISHI,ASX,ASX (115ch) AS&G 1.8 DI-D Invite 2WD MY13
2269,2269,MITSUBISHI,ASX,ASX (115ch) AS&G 1.8 DI-D Invite 4WD
2270,2270,MITSUBISHI,ASX,ASX (115ch) AS&G 1.8 DI-D Invite 4WD MY13
2271,2271,MITSUBISHI,ASX,ASX (150ch) AS&G 1.8 DI-D Invite / Intense / Instyle 2WD
2272,2272,MITSUBISHI,ASX,ASX (150ch) AS&G 1.8 DI-D Invite / Intense / Instyle 4WD
2273,2273,MITSUBISHI,ASX,ASX (150ch) Instyle BA
2274,2274,MITSUBISHI,ASX,ASX 1.6L ESSENCE Inform Clim / Intense 2WD
2275,2275,MITSUBISHI,ASX,ASX 1.6L ESSENCE Inform Clim 2WD
2276,2276,MITSUBISHI,ASX,ASX CLEARTEC 1.8 DI-D Invite / Intense / Instyle 2WD
2277,2277,MITSUBISHI,ASX,ASX CLEARTEC 1.8 DI-D Invite / Intense / Instyle 4WD
2278,2278,MITSUBISHI,COLT,COLT CLEARTEC 1.3L Invite
2279,2279,MITSUBISHI,I-MIEV,IMIEV
2280,2280,MITSUBISHI,LANCER,LANCER EVOLUTION 2.0L Turbo GSR
2281,2281,MITSUBISHI,OUTLANDER,OUTLANDER 2.2 DI-D Instyle TC-SST
2282,2282,MITSUBISHI,OUTLANDER,OUTLANDER 2.2 DI-D Intense / Instyle
2283,2283,MITSUBISHI,OUTLANDER,OUTLANDER 2.2 DI-D Intense / Instyle 2014
2284,2284,MITSUBISHI,OUTLANDER,OUTLANDER 2.2 DI-D Invite
2285,2285,MITSUBISHI,OUTLANDER,OUTLANDER 2.2 DI-D Invite / Intense / Instyle
2286,2286,MITSUBISHI,OUTLANDER,OUTLANDER 2.2 DI-D Invite / Invite+
