,ID_Marque,Marque,Modele_com,Designation_com
1347,1347,FORD,MONDEO,MONDEO III SW 1600 EcoBoost S&S (160ch)
1348,1348,FORD,MONDEO,MONDEO III SW 1600 TDCi (115ch) FAP
1349,1349,FORD,MONDEO,MONDEO III SW 1600 TDCi ECOnetic S&S (115ch) FAP
1350,1350,FORD,MONDEO,MONDEO III SW 2000 EcoBoost (240ch) PowerShift
1351,1351,FORD,MONDEO,MONDEO III SW 2000 TDCi (140ch) FAP PowerShift ECO
1352,1352,FORD,MONDEO,MONDEO III SW 2000 TDCi (163ch) FAP PowerShift ECO
1353,1353,FORD,MONDEO,MONDEO III SW 2000 TDCi ECO (140ch) FAP
1354,1354,FORD,MONDEO,MONDEO III SW 2000 TDCi ECO (163ch) FAP
1355,1355,FORD,MONDEO,MONDEO III SW 2200 TDCi (200ch) FAP BVA6
1356,1356,FORD,S-MAX,S-MAX 1600 EcoBoost S&S (160ch)
1357,1357,FORD,S-MAX,S-MAX 1600 TDCi S&S (115ch) FAP
1358,1358,FORD,S-MAX,S-MAX 2000 EcoBoost (203ch) PowerShift
1359,1359,FORD,S-MAX,S-MAX 2000 TDCi (140ch) FAP
1360,1360,FORD,S-MAX,S-MAX 2000 TDCi (140ch) FAP PowerShift
1361,1361,FORD,S-MAX,S-MAX 2000 TDCi (163ch) FAP
1362,1362,FORD,S-MAX,S-MAX 2000 TDCi (163ch) FAP PowerShift
1363,1363,FORD,S-MAX,S-MAX 2200 TDCi (200ch) FAP BVA6
1364,1364,FORD,TOURNEO,GRAND TOURNEO CONNECT 1600 (150ch) BVA 5PL
1365,1365,FORD,TOURNEO,GRAND TOURNEO CONNECT 1600 (150ch) BVA 7PL
1366,1366,FORD,TOURNEO,GRAND TOURNEO CONNECT 1600 TDCi (115ch)  BV6 5PL
1367,1367,FORD,TOURNEO,GRAND TOURNEO CONNECT 1600 TDCi (115ch)  BV6 7PL
1368,1368,FORD,TOURNEO,GRAND TOURNEO CONNECT 1600 TDCi (75ch) BV5 5PL
1369,1369,FORD,TOURNEO,GRAND TOURNEO CONNECT 1600 TDCi (75ch) BV5 7PL
1370,1370,FORD,TOURNEO,GRAND TOURNEO CONNECT 1600 TDCi (95ch) BV5 5PL
1371,1371,FORD,TOURNEO,GRAND TOURNEO CONNECT 1600 TDCi (95ch) BV5 7PL
1372,1372,FORD,TOURNEO,TOURNEO CONNECT 1000 (100ch) BV6
1373,1373,FORD,TOURNEO,TOURNEO CONNECT 1600 (150ch) BVA
1374,1374,FORD,TOURNEO,TOURNEO CONNECT 1600 TDCi (115ch) BV6
1375,1375,FORD,TOURNEO,TOURNEO CONNECT 1600 TDCi (75ch) BV5
1376,1376,FORD,TOURNEO,TOURNEO CONNECT 1600 TDCi (95ch) BV5
1377,1377,FORD,TOURNEO COURIER,TOURNEO COURIER 1000 (100ch) BV6
1378,1378,FORD,TOURNEO COURIER,TOURNEO COURIER 1000 S&S (100ch) BV6
1379,1379,FORD,TOURNEO COURIER,TOURNEO COURIER 1500 TDCi (75ch) BV5
1380,1380,FORD,TOURNEO COURIER,TOURNEO COURIER 1500 TDCi S&S (75ch) BV5
1381,1381,FORD,TOURNEO COURIER,TOURNEO COURIER 1600 TDCi (95ch) BV5
1382,1382,FORD,TOURNEO COURIER,TOURNEO COURIER 1600 TDCi S&S (95ch) BV5
1383,1383,FORD,TOURNEO CUSTOM,TOURNEO CUSTOM 300 L1H1 2200 TDCi (125ch)
1384,1384,FORD,TOURNEO CUSTOM,TOURNEO CUSTOM 300 L1H1 2200 TDCi (155ch)
1385,1385,FORD,TOURNEO CUSTOM,TOURNEO CUSTOM 300 L2H1 2200 TDCi (125ch)
1386,1386,FORD,TOURNEO CUSTOM,TOURNEO CUSTOM 300 L2H1 2200 TDCi (155ch)
1387,1387,FORD,TRANSIT,TOURNEO 2200 TDCi (125ch)
1388,1388,FORD,TRANSIT,TOURNEO 2200 TDCi (140ch)
1389,1389,FORD,TRANSIT,TOURNEO 2200 TDCi S&S (125ch)
1390,1390,FORD,TRANSIT,TOURNEO 2200 TDCi S&S (140ch)
1391,1391,FORD,TRANSIT,TRANSIT KOMBI 280C 2200 TDCi (100ch)
1392,1392,FORD,TRANSIT,TRANSIT KOMBI 280C 2200 TDCi (125ch)
1393,1393,FORD,TRANSIT,TRANSIT KOMBI 280C 2200 TDCi S&S (100ch)
1394,1394,FORD,TRANSIT,TRANSIT KOMBI 280C 2200 TDCi S&S (125ch)
1395,1395,FORD,TRANSIT,TRANSIT KOMBI 280CP 2200 TDCi (100ch)
1396,1396,FORD,TRANSIT,TRANSIT KOMBI 280CP 2200 TDCi (125ch)
1397,1397,FORD,TRANSIT,TRANSIT KOMBI 280CP 2200 TDCi S&S (100ch)
1398,1398,FORD,TRANSIT,TRANSIT KOMBI 280CP 2200 TDCi S&S (125ch)
1399,1399,FORD,TRANSIT,TRANSIT KOMBI 300C 2200 TDCi (100ch)
1400,1400,FORD,TRANSIT,TRANSIT KOMBI 300C 2200 TDCi (125ch)
1401,1401,FORD,TRANSIT,TRANSIT KOMBI 300C 2200 TDCi S&S (100ch)
1402,1402,FORD,TRANSIT,TRANSIT KOMBI 300C 2200 TDCi S&S (125ch)
1403,1403,FORD,TRANSIT,TRANSIT KOMBI 300CP 2200 TDCi (100ch)
1404,1404,FORD,TRANSIT,TRANSIT KOMBI 300CP 2200 TDCi (125ch)
1405,1405,FORD,TRANSIT,TRANSIT KOMBI 300CP 2200 TDCi S&S (100ch)
1406,1406,FORD,TRANSIT,TRANSIT KOMBI 300CP 2200 TDCi S&S (125ch)
1407,1407,FORD,TRANSIT,TRANSIT KOMBI 300M 2200 TDCi (100ch)
1408,1408,FORD,TRANSIT,TRANSIT KOMBI 300M 2200 TDCi (125ch)
1409,1409,FORD,TRANSIT,TRANSIT KOMBI 300M 2200 TDCi S&S (100ch)
1410,1410,FORD,TRANSIT,TRANSIT KOMBI 300M 2200 TDCi S&S (125ch)
1411,1411,FORD,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi (100ch)
1412,1412,FORD,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi (125ch)
1413,1413,FORD,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi S&S (100ch)
1414,1414,FORD,TRANSIT,TRANSIT KOMBI 300MP 2200 TDCi S&S (125ch)
1415,1415,FORD,TRANSIT,TRANSIT KOMBI 330C 2200 TDCi (125ch)
1416,1416,FORD,TRANSIT,TRANSIT KOMBI 330C 2200 TDCi (140ch)
1417,1417,FORD,TRANSIT,TRANSIT KOMBI 330C 2200 TDCi S&S (125ch)
1418,1418,FORD,TRANSIT,TRANSIT KOMBI 330C 2200 TDCi S&S (140ch)
1419,1419,FORD,TRANSIT,TRANSIT KOMBI 330CP 2200 TDCi (125ch)
1420,1420,FORD,TRANSIT,TRANSIT KOMBI 330CP 2200 TDCi (140ch)
1421,1421,FORD,TRANSIT,TRANSIT KOMBI 330CP 2200 TDCi S&S (125ch)
1422,1422,FORD,TRANSIT,TRANSIT KOMBI 330CP 2200 TDCi S&S (140ch)
1423,1423,FORD,TRANSIT,TRANSIT KOMBI 330L 2200 TDCi (125ch)
1424,1424,FORD,TRANSIT,TRANSIT KOMBI 330L 2200 TDCi (140ch)
1425,1425,FORD,TRANSIT,TRANSIT KOMBI 330L 2200 TDCi S&S (125ch)
1426,1426,FORD,TRANSIT,TRANSIT KOMBI 330L 2200 TDCi S&S (140ch)
1427,1427,FORD,TRANSIT,TRANSIT KOMBI 330LS 2200 TDCi (125ch)
1428,1428,FORD,TRANSIT,TRANSIT KOMBI 330LS 2200 TDCi (140ch)
1429,1429,FORD,TRANSIT,TRANSIT KOMBI 330LS 2200 TDCi S&S (125ch)
1430,1430,FORD,TRANSIT,TRANSIT KOMBI 330LS 2200 TDCi S&S (140ch)
1431,1431,FORD,TRANSIT,TRANSIT KOMBI 330M 2200 TDCi (125ch)
1432,1432,FORD,TRANSIT,TRANSIT KOMBI 330M 2200 TDCi S&S (125ch)
1433,1433,FORD,TRANSIT,TRANSIT KOMBI 330M 2200 TDCi S&S (140ch)
1434,1434,FORD,TRANSIT,TRANSIT KOMBI 330MP 2200 TDCi (125ch)
1435,1435,FORD,TRANSIT,TRANSIT KOMBI 330MP 2200 TDCi (140ch)
1436,1436,FORD,TRANSIT,TRANSIT KOMBI 330MP 2200 TDCi S&S (125ch)
1437,1437,FORD,TRANSIT,TRANSIT KOMBI 330MP 2200 TDCi S&S (140ch)
1438,1438,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 300 L1H1 2200 TDCi (100ch)
1439,1439,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 300 L1H1 2200 TDCi (125ch)
1440,1440,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 300 L1H1 2200 TDCi (155ch)
1441,1441,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 300 L1H2 2200 TDCi (100ch)
1442,1442,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 300 L1H2 2200 TDCi (125ch)
1443,1443,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 300 L1H2 2200 TDCi (155ch)
1444,1444,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L1H1 2200 TDCi (100ch)
1445,1445,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L1H1 2200 TDCi (125ch)
1446,1446,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L1H1 2200 TDCi (155ch)
1447,1447,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L1H2 2200 TDCi (100ch)
1448,1448,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L1H2 2200 TDCi (125ch)
1449,1449,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L1H2 2200 TDCi (155ch)
1450,1450,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L2H1 2200 TDCi (100ch)
1451,1451,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L2H1 2200 TDCi (125ch)
1452,1452,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L2H1 2200 TDCi (155ch)
1453,1453,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L2H2 2200 TDCi (100ch)
1454,1454,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L2H2 2200 TDCi (125ch)
1455,1455,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 310 L2H2 2200 TDCi (155ch)
1456,1456,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 330 L2H1 2200 TDCi (125ch)
1457,1457,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 330 L2H1 2200 TDCi (155ch)
1458,1458,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 330 L2H2 2200 TDCi (125ch)
1459,1459,FORD,TRANSIT CUSTOM,TRANSIT CUSTOM 330 L2H2 2200 TDCi (155ch)
1460,1460,HONDA,ACCORD,ACCORD 2.2 i-DTEC Luxury (150ch)
1461,1461,HONDA,ACCORD,ACCORD 2.2 i-DTEC Luxury AT (150ch)
1462,1462,HONDA,ACCORD,ACCORD 2.2 i-DTEC S & Elégance plus (150ch)
1463,1463,HONDA,ACCORD,ACCORD 2.2 i-DTEC S AT (150ch)
1464,1464,HONDA,ACCORD,ACCORD TOURER 2.2 i-DTEC 150 S & Elegance Plus (150ch)
1465,1465,HONDA,ACCORD,ACCORD TOURER 2.2 i-DTEC Luxury (150ch)
1466,1466,HONDA,ACCORD,ACCORD TOURER 2.2 i-DTEC Luxury AT (150ch)
1467,1467,HONDA,ACCORD,ACCORD TOURER 2.2 i-DTEC S AT (150ch)
1468,1468,HONDA,CIVIC,CIVIC 1.6 i-DTEC Executive - Executive Navi- Exclusive Navi
1469,1469,HONDA,CIVIC,CIVIC 1.6 i-DTEC Executive - Executive Navi- Exclusive Navi mod 2014
1470,1470,HONDA,CIVIC,CIVIC 1.6 i-DTEC S - Elegance - Business
1471,1471,HONDA,CIVIC,CIVIC 1.6 i-DTEC S - Elegance - Business mod.2014
1472,1472,HONDA,CIVIC,CIVIC 2.2 i-DTEC Executive/Exclusive/Exclusive Navi.
1473,1473,HONDA,CIVIC,CIVIC 2.2 i-DTEC S & Elegance
1474,1474,HONDA,CIVIC,CIVIC 5P 1.4 i-VTEC S Elegance
1475,1475,HONDA,CIVIC,CIVIC 5P 1.4 i-VTEC S Elegance - mod.2014
1476,1476,HONDA,CIVIC,CIVIC 5P 1.4 i-VTEC S Elegance mod 2014
1477,1477,HONDA,CIVIC,CIVIC 5P 1.4 i-VTEC S Executive
1478,1478,HONDA,CIVIC,CIVIC 5P 1.4 i-VTEC S mod.2014
1479,1479,HONDA,CIVIC,CIVIC 5P 1.8 i-VTEC Exclusive AT& Exclusive Navi AT
1480,1480,HONDA,CIVIC,CIVIC 5P 1.8 i-VTEC Exclusive Navi AT mod.2014
1481,1481,HONDA,CIVIC,CIVIC 5P 1.8 i-VTEC Executive-Executive Navi- mod.2014
1482,1482,HONDA,CIVIC,CIVIC 5P 1.8 i-VTEC Executive-Executive Navi-Exclusive & Exclusiv navi
1483,1483,HONDA,CIVIC,CIVIC 5P 1.8 i-VTEC S
1484,1484,HONDA,CIVIC,CIVIC 5P 1.8 i-VTEC S AT
1485,1485,HONDA,CIVIC,CIVIC 5P 1.8 i-VTEC S AT mod 2014
1486,1486,HONDA,CIVIC,CIVIC 5P 1.8 i-VTEC S mod 2014
1487,1487,HONDA,CR-V,CR-V 1.6 i-DTEC 2WD Confort -Elegance -Elegance Navi
1488,1488,HONDA,CR-V,CR-V 1.6 i-DTEC 2WD Executive Navi - Executive Navi Cuir
1489,1489,HONDA,CR-V,CR-V 2.0 i-VTEC 2WD Comfort
1490,1490,HONDA,CR-V,CR-V 2.0 i-VTEC 2WD Comfort-Elegance-Elegance Navi.
1491,1491,HONDA,CR-V,CR-V 2.0 i-VTEC 4WD-Exclusive Navi AT
1492,1492,HONDA,CR-V,CR-V 2.0 i-VTEC 4WD-Executive Navi AT
1493,1493,HONDA,CR-V,CR-V 2.2 i-DTEC 4WD - Executive Navi
1494,1494,HONDA,CR-V,CR-V 2.2 i-DTEC 4WD - Executive Navi-Exclusive Navi
1495,1495,HONDA,CR-V,CR-V 2.2 i-DTEC 4WD Elégance Navi
1496,1496,HONDA,CR-V,CR-V 2.2 i-DTEC 4WD Elégance Navi AT
1497,1497,HONDA,CR-V,CR-V 2.2 i-DTEC 4WD Elégance-Elégance Navi
1498,1498,HONDA,CR-V,CR-V 2.2 i-DTEC 4WD Executive Navi AT
1499,1499,HONDA,CR-Z,CRZ 1.5 i-VTEC GT et i-VTEC Luxury
1500,1500,HONDA,INSIGHT,INSIGHT 1.3 i-VTEC Executive
1501,1501,HONDA,JAZZ,JAZZ 1.2 i-VTEC S & Elégance
1502,1502,HONDA,JAZZ,JAZZ 1.4 i-VTEC Elegance
1503,1503,HONDA,JAZZ,JAZZ 1.4 i-VTEC Luxury
1504,1504,HONDA,JAZZ,JAZZ 1.4 i-VTEC Luxury CVT
1505,1505,HONDA,JAZZ,JAZZ 1.4 i-VTEC SI
1506,1506,HONDA,JAZZ HYBRID,JAZZ 1.3 i-VTEC Hybrid Luxury/Exclusive
1507,1507,HYUNDAI,I 10,i10 1.0 / PACK EAUCUNnce / Sensation
1508,1508,HYUNDAI,I 10,i10 1.2 PACK EAUCUNnce / Sensation
1509,1509,HYUNDAI,I 10,i10 1.2 PACK Sensation BVA
1510,1510,HYUNDAI,I 20,Nouvelle i20 1.1 CRDi (75ch) PACK EAUCUNnce Blue Drive
1511,1511,HYUNDAI,I 20,Nouvelle i20 1.1 CRDi (75ch) PACK Inventive
1512,1512,HYUNDAI,I 20,Nouvelle i20 1.2 PACK EAUCUNnce / GO! / GO! Plus
1513,1513,HYUNDAI,I 20,Nouvelle i20 1.4 (100ch) PACK Sensation BVA
1514,1514,HYUNDAI,I 20,Nouvelle i20 1.4 CRDi (90ch) PACK Sensation / Premium
1515,1515,HYUNDAI,I 30,i30 1.4 CRDi (90ch) PACK Inventive Blue Drive
1516,1516,HYUNDAI,I 30,i30 1.4 PACK EAUCUNnce / Inventive
1517,1517,HYUNDAI,I 30,i30 1.4 PACK EAUCUNnce 3P
1518,1518,HYUNDAI,I 30,i30 1.4 PACK Inventive Limited
1519,1519,HYUNDAI,I 30,i30 1.6 CRDi (110ch) PACK Inventive Blue Drive
1520,1520,HYUNDAI,I 30,i30 1.6 CRDi (110ch) PACK Inventive Limited / Panoramic Sunsation 3P
1521,1521,HYUNDAI,I 30,i30 1.6 CRDi (110ch) PACK Inventive Limited / Sensation / Business Blue Drive
1522,1522,HYUNDAI,I 30,i30 1.6 CRDi (128ch) PACK Premium
1523,1523,HYUNDAI,I 30,i30 1.6 CRDi (128ch) PACK Premium 3P
1524,1524,HYUNDAI,I 30,i30 1.6 CRDi (128ch) PACK Premium BVA
1525,1525,HYUNDAI,I 30,i30 Sport Wagon 1.6 CRDi (110ch) PACK Inventive
1526,1526,HYUNDAI,I 30,i30 Sport Wagon 1.6 CRDi (110ch) PACK Inventive Limited / Sensation / Business
1527,1527,HYUNDAI,I 30,i30 Sport Wagon 1.6 CRDi (128ch) PACK Premium
1528,1528,HYUNDAI,I 30,i30 Sport Wagon 1.6 CRDi (128ch) PACK Premium BVA
1529,1529,HYUNDAI,I40,i40 1.7 CRDi (115ch) PACK Business / Business Limited Blue Drive
1530,1530,HYUNDAI,I40,i40 1.7 CRDi (115ch) PACK Sensation
1531,1531,HYUNDAI,I40,i40 1.7 CRDi (136ch) PACK Business BVA / Premium BVA / Premium Limited BVA
1532,1532,HYUNDAI,I40,i40 1.7 CRDi (136ch) PACK Premium / Premium Limited
1533,1533,HYUNDAI,I40,i40 Sport Wagon 1.7 CRDi (115ch) PACK Business / Business Limited Blue Drive
1534,1534,HYUNDAI,I40,i40 Sport Wagon 1.7 CRDi (115ch) PACK Sensation
1535,1535,HYUNDAI,I40,i40 Sport Wagon 1.7 CRDi (136ch) PACK Business BVA / PACK Premium BVA / Premium Limited BVA
1536,1536,HYUNDAI,I40,i40 Sport Wagon 1.7 CRDi (136ch) PACK Premium / Premium Limited
1537,1537,HYUNDAI,IX 35,ix35 1.6 GDI (135ch) Blue Drive PACK EAUCUNnce / Inventive / Sensation / Premium
1538,1538,HYUNDAI,IX 35,ix35 1.7 CRDi (115ch) Blue Drive PACK Inventive / Sensation / Premium
1539,1539,HYUNDAI,IX 35,ix35 1.7 CRDi (115ch) Blue Drive PACK Premium Limited
1540,1540,HYUNDAI,IX 35,ix35 2.0 CRDi (136ch) 4WD PACK Premium Limited
1541,1541,HYUNDAI,IX 35,ix35 2.0 CRDi (136ch) 4WD PACK Sensation / Premium
1542,1542,HYUNDAI,IX 35,ix35 2.0 CRDi (136ch) PACK Premium
1543,1543,HYUNDAI,IX 35,ix35 2.0 CRDi (136ch) PACK Premium Limited
1544,1544,HYUNDAI,IX 35,ix35 2.0 CRDi (184ch) 4WD PACK Premium BVA
1545,1545,HYUNDAI,IX 35,ix35 2.0 CRDi (184ch) 4WD PACK Premium Limited BVA
1546,1546,HYUNDAI,IX20,ix20 1.4 CRDi (90ch) PACK Inventive
1547,1547,HYUNDAI,IX20,ix20 1.4 PACK EAUCUNnce / Inventive / Inventive Limited
1548,1548,HYUNDAI,IX20,ix20 1.6 CRDi (115ch) PACK Business Blue Drive
1549,1549,HYUNDAI,IX20,ix20 1.6 CRDi (115ch) PACK Inventive Limited / Panoramic Sunsation / Premium
1550,1550,HYUNDAI,IX20,ix20 1.6 Panoramic Sunsation / PACK Premium Blue Drive
1551,1551,HYUNDAI,SANTA FE,SANTA FE 2.2 CRDi (197ch) 4WD PACK Business / Premium
1552,1552,HYUNDAI,SANTA FE,SANTA FE 2.2 CRDi (197ch) 4WD PACK Premium BVA
1553,1553,HYUNDAI,SANTA FE,SANTA FE 2.2 CRDi (197ch) 4WD PACK Premium Limited
1554,1554,HYUNDAI,SANTA FE,SANTA FE 2.2 CRDi (197ch) 4WD PACK Premium Limited BVA
1555,1555,HYUNDAI,SANTA FE,SANTA FE 2.2 CRDi (197ch) PACK Sensation
1556,1556,HYUNDAI,VELOSTER,VELOSTER 1.6 T-GDI (186ch) Turbo
1557,1557,INFINITI,Q50,Q50 Hyb 7AT
1558,1558,INFINITI,Q50,Q50 Hyb 7AT 4x4
1559,1559,INFINITI,Q50,Q50 Premium 2.2d 6MT
1560,1560,INFINITI,Q50,Q50 Premium 2.2d 7AT
1561,1561,INFINITI,Q50,Q50 Sport 2.2d 6MT
1562,1562,INFINITI,Q50,Q50 Sport 2.2d 7AT
1563,1563,INFINITI,Q60,Q60 3.7 Cabriolet
1564,1564,INFINITI,Q60,Q60 3.7 Coupé
1565,1565,INFINITI,Q70,Q70 3.0D
1566,1566,INFINITI,Q70,Q70 3.7
1567,1567,INFINITI,Q70,Q70 Hyb
1568,1568,INFINITI,QX50,QX50 3.0D
1569,1569,INFINITI,QX50,QX50 3.7
1570,1570,INFINITI,QX70,QX70 3.0D
1571,1571,INFINITI,QX70,QX70 3.7
1572,1572,INFINITI,QX70,QX70 5.0
1573,1573,JAGUAR,F-TYPE,F-TYPE R V8 5L Essence Suralimenté (550ch) CEE - Coupe
1574,1574,JAGUAR,F-TYPE,F-TYPE S V6 3L Essence Suralimenté (380ch) CEE avec echappement sport actif - Cabriolet
1575,1575,JAGUAR,F-TYPE,F-TYPE S V6 3L Essence Suralimenté (380ch) CEE avec echappement sport actif - Coupe
1576,1576,JAGUAR,F-TYPE,F-TYPE V6 3L Essence Suralimenté (340ch) CEE - Cabriolet
1577,1577,JAGUAR,F-TYPE,F-TYPE V6 3L Essence Suralimenté (340ch) CEE - Coupe
1578,1578,JAGUAR,F-TYPE,F-TYPE V6 3L Essence Suralimenté (340ch) CEE avec echappement sport actif - Cabriolet
1579,1579,JAGUAR,F-TYPE,F-TYPE V6 3L Essence Suralimenté (340ch) CEE avec echappement sport actif - Coupe
1580,1580,JAGUAR,F-TYPE,F-TYPE V8 S 5L Essence Suralimenté (495ch) CEE - Cabriolet
1581,1581,JAGUAR,XF,XF 2.2L DIESEL (163ch) (135g)
1582,1582,JAGUAR,XF,XF 2.2L DIESEL (163ch) CEE avec jantes 17 pouces (129g)
1583,1583,JAGUAR,XF,XF 2.2L DIESEL (200ch) CEE (139g)
1584,1584,JAGUAR,XF,XF 2.2L DIESEL (200ch) CEE avec jantes 17 pouces (135g)
1585,1585,JAGUAR,XF,XF 2L Essence Suralimenté (240ch) CEE
1586,1586,JAGUAR,XF,XF V6 3L DIESEL (240ch) CEE
1587,1587,JAGUAR,XF,XF V6 3L DIESEL S (275ch) CEE
1588,1588,JAGUAR,XF,XF V6 3L Essence Suralimenté - Quatre Roues Motrices
1589,1589,JAGUAR,XF,XFR V8 5L Essence suralimenté (510ch)
1590,1590,JAGUAR,XF,XFR V8 5L Essence suralimenté (510ch) avec speed pack
1591,1591,JAGUAR,XF,XFR-S V8 5L Essence suralimenté (550ch)
1592,1592,JAGUAR,XF SPORTBRAKE,XF SPORTBRAKE 2.2L DIESEL (163ch) (135g)
1593,1593,JAGUAR,XF SPORTBRAKE,XF SPORTBRAKE 2.2L DIESEL (163ch) CEE avec jantes 17 pouces (129g)
1594,1594,JAGUAR,XF SPORTBRAKE,XF SPORTBRAKE 2.2L DIESEL (200ch) CEE avec jantes 17 pouces (135g)
1595,1595,JAGUAR,XF SPORTBRAKE,XF SPORTBRAKE 2.2L DIESEL (200ch) CEE(139g)
1596,1596,JAGUAR,XF SPORTBRAKE,XF SPORTBRAKE V6 3L DIESEL (240ch) CEE
1597,1597,JAGUAR,XF SPORTBRAKE,XF SPORTBRAKE V6 3L DIESEL S (275ch) CEE
1598,1598,JAGUAR,XF SPORTBRAKE,XFR-S SPORTBRAKE V8 5L Essence suralimenté (550ch) sans Stop/Start
1599,1599,JAGUAR,XJ,XJ V6 3L DIESEL
1600,1600,JAGUAR,XJ,XJ V6 3L DIESEL empattement long
1601,1601,JAGUAR,XJ,XJ V6 3L Essence Suralimenté - Quatre Roues Motrices
1602,1602,JAGUAR,XJ,XJ V6 3L Essence Suralimenté - Quatre Roues Motrices Ó empattement long
1603,1603,JAGUAR,XJ,XJR V8 5L Essence Suralimenté (550ch) CEE
1604,1604,JAGUAR,XK CONVERTIBLE,XK V8 5L Essence (385ch) CEE - Cabriolet
1605,1605,JAGUAR,XK COUPE,XK V8 5L Essence (385ch) CEE - Coupé
1606,1606,JAGUAR,XKR CONVERTIBLE,XKR V8 5L Essence Suralimenté (510ch) CEE - Cabriolet
1607,1607,JAGUAR,XKR CONVERTIBLE,XKR V8 5L Essence Suralimenté (510ch) CEE - Cabriolet avec Speed pack
1608,1608,JAGUAR,XKR COUPE,XKR V8 5L Essence Suralimenté (510ch) CEE - Coupé
1609,1609,JAGUAR,XKR COUPE,XKR V8 5L Essence Suralimenté (510ch) CEE - Coupé avec speed pack
1610,1610,JAGUAR,XKR-S CONVERTIBLE,XKR-S V8 5L Essence Suralimenté (550ch) CEE - Cabriolet
1611,1611,JAGUAR,XKR-S COUPE,XKR-S V8 5L Essence Suralimenté (550ch) CEE - Coupé
1612,1612,JEEP,COMPASS,COMPASS (2013) 2.2 L CRD FAP BVM6 4x2 (136ch)
1613,1613,JEEP,COMPASS,COMPASS (2013) 2.2 L CRD FAP BVM6 4x4 (163ch)
1614,1614,JEEP,COMPASS,COMPASS (2014) 2.2 l CRD BVM6 4x2 (136ch)
1615,1615,JEEP,COMPASS,COMPASS (2014) 2.2 l CRD BVM6 4x4 (136ch)
1616,1616,JEEP,COMPASS,COMPASS (2014) 2.2 l CRD BVM6 4x4 (163ch)
1617,1617,JEEP,COMPASS,COMPASS 2.2 L CRD BMV6
1618,1618,JEEP,COMPASS,NOUVEAU COMPASS (2012) 2.0 L CVT 4x2
1619,1619,JEEP,COMPASS,NOUVEAU COMPASS (2012) 2.2 L CRD BVM6 4x2 (136ch)
1620,1620,JEEP,COMPASS,NOUVEAU COMPASS (2012) 2.2 L CRD BVM6 4x4 (136ch)
1621,1621,JEEP,COMPASS,NOUVEAU COMPASS (2012) 2.2 L CRD BVM6 4x4 (163ch)
1622,1622,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2012) 3.0 L V6 (190ch)
1623,1623,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2012) 3.0 L V6 (241ch)
1624,1624,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2012) 3.6 L V6 PENTASTAR FLEXFUEL BVA
1625,1625,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2012) 5.7 L V8 HEMI BVA6
1626,1626,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2013) 3.0 L V6 (190ch)
1627,1627,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2013) 3.0 L V6 (241ch)
1628,1628,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2013) 3.6 L V6 PENTASTAR FLEXFUEL BVA
1629,1629,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2013) 5.7 L V8 HEMI BVA6
1630,1630,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2014) 3.6 l V6 PENTASTAR FLEXFUEL BVA8
1631,1631,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2014) LIMITED/OVERLAND 3.0 l V6 CRD BVA8
1632,1632,JEEP,GRAND CHEROKEE,GRAND CHEROKEE (2014) SUMMIT 3.0 l V6 CRD BVA8
1633,1633,JEEP,GRAND CHEROKEE,GRAND CHEROKEE 5.7 L V8 BVA5
1634,1634,JEEP,GRAND CHEROKEE SRT8,GRAND CHEROKEE (2012) 6.4 L V8 HEMI SRT8
